Country,State,City,Station,Monitering Board,Latitude,Longitude,Pollutant_id,Pollutant_min,Pollutant_max,Pollutant_avg,AQI range,Concern level
India,Bihar,Muzaffarpur,"MIT Daudpur Kothi, Muzaffarpur ", BSPCB,26.1403345,85.3650192,NO2,1,3,2,3.333333333,Good
India,Bihar,Muzaffarpur,"MIT Daudpur Kothi, Muzaffarpur ", BSPCB,26.1403345,85.3650192,NH3,4,6,5,8.333333333,Good
India,Bihar,Muzaffarpur,"MIT Daudpur Kothi, Muzaffarpur ", BSPCB,26.1403345,85.3650192,SO2,13,13,13,21.66666667,Good
India,Bihar,Muzaffarpur,"MIT Daudpur Kothi, Muzaffarpur ", BSPCB,26.1403345,85.3650192,OZONE,16,38,38,62.82758621,Satisfactory
India,Bihar,Muzaffarpur,"MIT Daudpur Kothi, Muzaffarpur ", BSPCB,26.1403345,85.3650192,CO,36,58,54,89.86206897,Satisfactory
India,Bihar,Muzaffarpur,"MIT Daudpur Kothi, Muzaffarpur ", BSPCB,26.1403345,85.3650192,PM10,64,81,74,145.3793103,Moderate
India,Bihar,Muzaffarpur,"MIT Daudpur Kothi, Muzaffarpur ", BSPCB,26.1403345,85.3650192,PM2.5,87,113,100,231.7241379,Poor
India,Chhattisgarh,Raipur,"Siltara Phase II, Raipur ", CECB,21.371751,81.664929,NH3,2,2,2,3.333333333,Good
India,Chhattisgarh,Raipur,"Siltara Phase II, Raipur ", CECB,21.371751,81.664929,SO2,3,16,6,10,Good
India,Chhattisgarh,Raipur,"Siltara Phase II, Raipur ", CECB,21.371751,81.664929,OZONE,3,4,3,5,Good
India,Chhattisgarh,Raipur,"Siltara Phase II, Raipur ", CECB,21.371751,81.664929,CO,34,36,35,57.75862069,Satisfactory
India,Chhattisgarh,Raipur,"Siltara Phase II, Raipur ", CECB,21.371751,81.664929,NO2,47,54,50,83.10344828,Satisfactory
India,Chhattisgarh,Raipur,"Siltara Phase II, Raipur ", CECB,21.371751,81.664929,PM2.5,69,237,128,306.372093,Very Poor
India,Chhattisgarh,Raipur,"Siltara Phase II, Raipur ", CECB,21.371751,81.664929,PM10,82,166,128,306.372093,Very Poor
India,Chandigarh,Chandigarh,"Sector 25, Chandigarh ", CPCC,30.751462,76.762879,SO2,1,17,7,11.66666667,Good
India,Chandigarh,Chandigarh,"Sector 25, Chandigarh ", CPCC,30.751462,76.762879,OZONE,1,37,19,31.66666667,Good
India,Chandigarh,Chandigarh,"Sector 25, Chandigarh ", CPCC,30.751462,76.762879,NH3,8,9,9,15,Good
India,Chandigarh,Chandigarh,"Sector 25, Chandigarh ", CPCC,30.751462,76.762879,NO2,9,26,16,26.66666667,Good
India,Chandigarh,Chandigarh,"Sector 25, Chandigarh ", CPCC,30.751462,76.762879,CO,20,60,37,61.13793103,Satisfactory
India,Chandigarh,Chandigarh,"Sector 25, Chandigarh ", CPCC,30.751462,76.762879,PM10,54,137,93,207.8275862,Poor
India,Chandigarh,Chandigarh,"Sector 25, Chandigarh ", CPCC,30.751462,76.762879,PM2.5,63,223,126,304.8372093,Very Poor
India,Delhi,Delhi,"Okhla Phase 2, Delhi ", DPCC,28.530785,77.271255,SO2,5,60,14,23.33333333,Good
India,Delhi,Delhi,"Okhla Phase 2, Delhi ", DPCC,28.530785,77.271255,OZONE,8,303,185,350.1162791,Very Poor
India,Delhi,Delhi,"Okhla Phase 2, Delhi ", DPCC,28.530785,77.271255,NH3,19,30,23,38.33333333,Good
India,Delhi,Delhi,"Okhla Phase 2, Delhi ", DPCC,28.530785,77.271255,NO2,82,215,109,262.4482759,Poor
India,Delhi,Delhi,"Okhla Phase 2, Delhi ", DPCC,28.530785,77.271255,CO,102,130,106,252.2068966,Poor
India,Delhi,Delhi,"Okhla Phase 2, Delhi ", DPCC,28.530785,77.271255,PM10,114,267,170,338.6046512,Very Poor
India,Delhi,Delhi,"Okhla Phase 2, Delhi ", DPCC,28.530785,77.271255,PM2.5,240,356,313,425.6506024,Severe
India,Delhi,Delhi,"Dwarka Sector 8, Delhi ", DPCC ,28.5710274,77.0719006,OZONE,1,131,68,124.8965517,Moderate
India,Delhi,Delhi,"Dwarka Sector 8, Delhi ", DPCC ,28.5710274,77.0719006,NH3,10,18,14,23.33333333,Good
India,Delhi,Delhi,"Dwarka Sector 8, Delhi ", DPCC ,28.5710274,77.0719006,CO,10,148,56,93.24137931,Satisfactory
India,Delhi,Delhi,"Dwarka Sector 8, Delhi ", DPCC ,28.5710274,77.0719006,SO2,22,43,30,50,Good
India,Delhi,Delhi,"Dwarka Sector 8, Delhi ", DPCC ,28.5710274,77.0719006,NO2,37,136,65,114.6551724,Moderate
India,Delhi,Delhi,"Dwarka Sector 8, Delhi ", DPCC ,28.5710274,77.0719006,PM10,112,268,171,339.372093,Very Poor
India,Delhi,Delhi,"Dwarka Sector 8, Delhi ", DPCC ,28.5710274,77.0719006,PM2.5,220,349,302,421.2771084,Severe
India,Gujarat,Gandhinagar,"Sector 10, Gandhinagar ", GPCB,23.221714,72.654328,SO2,2,8,6,10,Good
India,Gujarat,Vapi,"Phase 1 GIDC, Vapi ", GPCB,20.362421,72.918013,NH3,2,5,3,5,Good
India,Gujarat,Gandhinagar,"Sector 10, Gandhinagar ", GPCB,23.221714,72.654328,NH3,3,4,3,5,Good
India,Gujarat,Gandhinagar,"Sector 10, Gandhinagar ", GPCB,23.221714,72.654328,OZONE,4,82,59,98.31034483,Satisfactory
India,Gujarat,Vapi,"Phase 1 GIDC, Vapi ", GPCB,20.362421,72.918013,OZONE,4,26,18,30,Good
India,Gujarat,Vatva,"Phase 4 GIDC, Vatva ", GPCB,22.969611,72.6435,NH3,12,15,14,23.33333333,Good
India,Gujarat,Vapi,"Phase 1 GIDC, Vapi ", GPCB,20.362421,72.918013,NO2,15,21,17,28.33333333,Good
India,Gujarat,Vatva,"Phase 4 GIDC, Vatva ", GPCB,22.969611,72.6435,CO,16,18,17,28.33333333,Good
India,Gujarat,Vapi,"Phase 1 GIDC, Vapi ", GPCB,20.362421,72.918013,SO2,16,26,19,31.66666667,Good
India,Gujarat,Vatva,"Phase 4 GIDC, Vatva ", GPCB,22.969611,72.6435,OZONE,24,42,40,66.20689655,Satisfactory
India,Gujarat,Vapi,"Phase 1 GIDC, Vapi ", GPCB,20.362421,72.918013,PM2.5,28,103,54,89.86206897,Satisfactory
India,Gujarat,Gandhinagar,"Sector 10, Gandhinagar ", GPCB,23.221714,72.654328,NO2,29,47,35,57.75862069,Satisfactory
India,Gujarat,Gandhinagar,"Sector 10, Gandhinagar ", GPCB,23.221714,72.654328,CO,50,62,56,93.24137931,Satisfactory
India,Gujarat,Vapi,"Phase 1 GIDC, Vapi ", GPCB,20.362421,72.918013,PM10,54,116,75,148.7931034,Moderate
India,Gujarat,Vatva,"Phase 4 GIDC, Vatva ", GPCB,22.969611,72.6435,SO2,61,68,64,111.2413793,Moderate
India,Gujarat,Gandhinagar,"Sector 10, Gandhinagar ", GPCB,23.221714,72.654328,PM2.5,64,93,78,159.0344828,Moderate
India,Gujarat,Vatva,"Phase 4 GIDC, Vatva ", GPCB,22.969611,72.6435,PM2.5,79,302,159,330.1627907,Very Poor
India,Gujarat,Gandhinagar,"Sector 10, Gandhinagar ", GPCB,23.221714,72.654328,PM10,96,126,108,259.0344828,Poor
India,Gujarat,Vatva,"Phase 4 GIDC, Vatva ", GPCB,22.969611,72.6435,PM10,108,202,144,318.6511628,Very Poor
India,Gujarat,Vatva,"Phase 4 GIDC, Vatva ", GPCB,22.969611,72.6435,NO2,121,142,132,309.4418605,Very Poor
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase 1, Baddi ", HPPCB,30.943887,76.801991,NH3,4,10,6,10,Good
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase 1, Baddi ", HPPCB,30.943887,76.801991,OZONE,7,100,78,159.0344828,Moderate
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase 1, Baddi ", HPPCB,30.943887,76.801991,NO2,12,53,31,51,Satisfactory
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase 1, Baddi ", HPPCB,30.943887,76.801991,SO2,24,126,52,86.48275862,Satisfactory
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase 1, Baddi ", HPPCB,30.943887,76.801991,CO,50,92,58,96.62068966,Satisfactory
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase 1, Baddi ", HPPCB,30.943887,76.801991,PM2.5,83,300,158,329.3953488,Very Poor
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase 1, Baddi ", HPPCB,30.943887,76.801991,PM10,111,230,154,326.3255814,Very Poor
India,Haryana,Gurugram,"Sector 51, Gurugram ", HSPCB,28.4227,77.0667,SO2,1,4,2,3.333333333,Good
India,Haryana,Kurukshetra,"Sector 7, Kurukshetra ", HSPCB,29.966942,76.875879,OZONE,2,42,22,36.66666667,Good
India,Haryana,Panipat,"Sector 18, Panipat ", HSPCB,29.432304,76.972765,NH3,2,3,2,3.333333333,Good
India,Haryana,Sirsa,"F Block, Sirsa ", HSPCB,29.5364,75.0158,SO2,3,20,10,16.66666667,Good
India,Haryana,Manesar,"Sector 2 IMT, Manesar ", HSPCB,28.360699,76.93609,OZONE,3,16,10,16.66666667,Good
India,Haryana,Gurugram,"Sector 51, Gurugram ", HSPCB,28.4227,77.0667,OZONE,3,16,12,20,Good
India,Haryana,Manesar,"Sector 2 IMT, Manesar ", HSPCB,28.360699,76.93609,SO2,4,15,9,15,Good
India,Haryana,Kurukshetra,"Sector 7, Kurukshetra ", HSPCB,29.966942,76.875879,SO2,4,20,10,16.66666667,Good
India,Haryana,Kurukshetra,"Sector 7, Kurukshetra ", HSPCB,29.966942,76.875879,NH3,5,5,5,8.333333333,Good
India,Haryana,Karnal,"Sector 12, Karnal ", HSPCB,29.6953,77.0027,NO2,6,7,6,10,Good
India,Haryana,Karnal,"Sector 12, Karnal ", HSPCB,29.6953,77.0027,SO2,6,14,7,11.66666667,Good
India,Haryana,Karnal,"Sector 12, Karnal ", HSPCB,29.6953,77.0027,NH3,6,7,6,10,Good
India,Haryana,Gurugram,"Sector 51, Gurugram ", HSPCB,28.4227,77.0667,NO2,6,15,9,15,Good
India,Haryana,Hisar,"Urban Estate II, Hisar ", HSPCB,29.14056,75.744941,SO2,7,14,10,16.66666667,Good
India,Haryana,Gurugram,"Sector 51, Gurugram ", HSPCB,28.4227,77.0667,NH3,9,14,12,20,Good
India,Haryana,Hisar,"Urban Estate II, Hisar ", HSPCB,29.14056,75.744941,NH3,10,11,11,18.33333333,Good
India,Haryana,Sirsa,"F Block, Sirsa ", HSPCB,29.5364,75.0158,NH3,11,15,13,21.66666667,Good
India,Haryana,Manesar,"Sector 2 IMT, Manesar ", HSPCB,28.360699,76.93609,NH3,13,16,15,25,Good
India,Haryana,Hisar,"Urban Estate II, Hisar ", HSPCB,29.14056,75.744941,OZONE,14,124,95,214.6551724,Poor
India,Haryana,Panipat,"Sector 18, Panipat ", HSPCB,29.432304,76.972765,CO,16,26,24,40,Good
India,Haryana,Sirsa,"F Block, Sirsa ", HSPCB,29.5364,75.0158,NO2,16,23,20,33.33333333,Good
India,Haryana,Kurukshetra,"Sector 7, Kurukshetra ", HSPCB,29.966942,76.875879,NO2,17,21,19,31.66666667,Good
India,Haryana,Panipat,"Sector 18, Panipat ", HSPCB,29.432304,76.972765,PM2.5,18,190,80,165.862069,Moderate
India,Haryana,Panipat,"Sector 18, Panipat ", HSPCB,29.432304,76.972765,SO2,18,19,19,31.66666667,Good
India,Haryana,Kurukshetra,"Sector 7, Kurukshetra ", HSPCB,29.966942,76.875879,CO,20,44,32,52.68965517,Satisfactory
India,Haryana,Manesar,"Sector 2 IMT, Manesar ", HSPCB,28.360699,76.93609,CO,22,40,29,48.33333333,Good
India,Haryana,Hisar,"Urban Estate II, Hisar ", HSPCB,29.14056,75.744941,NO2,26,27,27,45,Good
India,Haryana,Hisar,"Urban Estate II, Hisar ", HSPCB,29.14056,75.744941,CO,28,72,35,57.75862069,Satisfactory
India,Haryana,Karnal,"Sector 12, Karnal ", HSPCB,29.6953,77.0027,OZONE,29,33,31,51,Satisfactory
India,Haryana,Karnal,"Sector 12, Karnal ", HSPCB,29.6953,77.0027,CO,30,40,33,54.37931034,Satisfactory
India,Haryana,Panipat,"Sector 18, Panipat ", HSPCB,29.432304,76.972765,OZONE,30,30,30,50,Good
India,Haryana,Panipat,"Sector 18, Panipat ", HSPCB,29.432304,76.972765,NO2,31,32,31,51,Satisfactory
India,Haryana,Karnal,"Sector 12, Karnal ", HSPCB,29.6953,77.0027,PM2.5,35,296,123,302.5348837,Very Poor
India,Haryana,Gurugram,"Sector 51, Gurugram ", HSPCB,28.4227,77.0667,CO,36,68,49,81.4137931,Satisfactory
India,Haryana,Karnal,"Sector 12, Karnal ", HSPCB,29.6953,77.0027,PM10,37,172,103,241.9655172,Poor
India,Haryana,Hisar,"Urban Estate II, Hisar ", HSPCB,29.14056,75.744941,PM2.5,41,91,67,121.4827586,Moderate
India,Haryana,Sirsa,"F Block, Sirsa ", HSPCB,29.5364,75.0158,CO,42,97,61,101,Moderate
India,Haryana,Kurukshetra,"Sector 7, Kurukshetra ", HSPCB,29.966942,76.875879,PM2.5,44,168,94,211.2413793,Poor
India,Haryana,Panipat,"Sector 18, Panipat ", HSPCB,29.432304,76.972765,PM10,44,131,90,200,Moderate
India,Haryana,Manesar,"Sector 2 IMT, Manesar ", HSPCB,28.360699,76.93609,NO2,45,53,50,83.10344828,Satisfactory
India,Haryana,Sirsa,"F Block, Sirsa ", HSPCB,29.5364,75.0158,OZONE,47,61,54,89.86206897,Satisfactory
India,Haryana,Kurukshetra,"Sector 7, Kurukshetra ", HSPCB,29.966942,76.875879,PM10,68,147,113,276.1034483,Poor
India,Haryana,Hisar,"Urban Estate II, Hisar ", HSPCB,29.14056,75.744941,PM10,70,117,98,224.8965517,Poor
India,Haryana,Manesar,"Sector 2 IMT, Manesar ", HSPCB,28.360699,76.93609,PM10,73,156,110,265.862069,Poor
India,Haryana,Manesar,"Sector 2 IMT, Manesar ", HSPCB,28.360699,76.93609,PM2.5,79,300,160,330.9302326,Very Poor
India,Haryana,Sirsa,"F Block, Sirsa ", HSPCB,29.5364,75.0158,PM2.5,100,248,149,322.4883721,Very Poor
India,Haryana,Sirsa,"F Block, Sirsa ", HSPCB,29.5364,75.0158,PM10,102,153,119,296.5862069,Poor
India,Haryana,Gurugram,"Sector 51, Gurugram ", HSPCB,28.4227,77.0667,PM10,138,313,203,363.9302326,Very Poor
India,Haryana,Gurugram,"Sector 51, Gurugram ", HSPCB,28.4227,77.0667,PM2.5,192,363,296,418.8915663,Severe
India,Haryana,Panchkula,"Sector 6, Panchkula ", HSPCB ,30.7057778,76.85318056,OZONE,9,13,11,18.33333333,Good
India,Haryana,Panchkula,"Sector 6, Panchkula ", HSPCB ,30.7057778,76.85318056,CO,14,22,17,28.33333333,Good
India,Maharashtra,Mumbai,"Chakala Andheri East, Mumbai ", IITM,19.11074,72.86084,SO2,1,42,6,10,Good
India,Maharashtra,Mumbai,"Khindipada Bhandup West, Mumbai ", IITM,19.1653323,72.922099,SO2,1,28,12,20,Good
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri Chinchwad ", IITM,18.614767,73.799516,OZONE,2,52,44,72.96551724,Satisfactory
India,Maharashtra,Mumbai,"Siddharth Nagar Worli, Mumbai ", IITM,19.000083,72.813993,CO,2,75,58,96.62068966,Satisfactory
India,Maharashtra,Mumbai,"Khindipada Bhandup West, Mumbai ", IITM,19.1653323,72.922099,CO,2,54,12,20,Good
India,Maharashtra,Pune,"Revenue Colony Shivajinagar, Pune ", IITM,18.530085,73.849598,OZONE,2,24,15,25,Good
India,Maharashtra,Pune,"Transport Nagar Nigdi, Pune ", IITM,18.664282,73.763966,OZONE,2,39,28,46.66666667,Good
India,Maharashtra,Pune,"Revenue Colony Shivajinagar, Pune ", IITM,18.530085,73.849598,SO2,3,13,7,11.66666667,Good
India,Maharashtra,Mumbai,"Navy Nagar Colaba, Mumbai ", IITM,18.897756,72.81332,OZONE,4,78,74,145.3793103,Moderate
India,Maharashtra,Mumbai,"Siddharth Nagar Worli, Mumbai ", IITM,19.000083,72.813993,NH3,4,9,6,10,Good
India,Maharashtra,Mumbai,"Navy Nagar Colaba, Mumbai ", IITM,18.897756,72.81332,NH3,4,11,7,11.66666667,Good
India,Maharashtra,Mumbai,"Chakala Andheri East, Mumbai ", IITM,19.11074,72.86084,CO,4,60,11,18.33333333,Good
India,Maharashtra,Mumbai,"Khindipada Bhandup West, Mumbai ", IITM,19.1653323,72.922099,NH3,4,8,7,11.66666667,Good
India,Maharashtra,Mumbai,"Chakala Andheri East, Mumbai ", IITM,19.11074,72.86084,OZONE,4,72,54,89.86206897,Satisfactory
India,Maharashtra,Mumbai,"Khindipada Bhandup West, Mumbai ", IITM,19.1653323,72.922099,OZONE,5,80,71,135.137931,Moderate
India,Maharashtra,Mumbai,"Siddharth Nagar Worli, Mumbai ", IITM,19.000083,72.813993,OZONE,8,87,74,145.3793103,Moderate
India,Maharashtra,Mumbai,"Chakala Andheri East, Mumbai ", IITM,19.11074,72.86084,NH3,12,29,17,28.33333333,Good
India,Maharashtra,Mumbai,"Khindipada Bhandup West, Mumbai ", IITM,19.1653323,72.922099,NO2,14,76,35,57.75862069,Satisfactory
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri Chinchwad ", IITM,18.614767,73.799516,NO2,15,132,70,131.7241379,Moderate
India,Maharashtra,Mumbai,"Navy Nagar Colaba, Mumbai ", IITM,18.897756,72.81332,SO2,18,83,35,57.75862069,Satisfactory
India,Maharashtra,Mumbai,"Navy Nagar Colaba, Mumbai ", IITM,18.897756,72.81332,CO,30,83,54,89.86206897,Satisfactory
India,Maharashtra,Pune,"Revenue Colony Shivajinagar, Pune ", IITM,18.530085,73.849598,NO2,32,104,67,121.4827586,Moderate
India,Maharashtra,Mumbai,"Navy Nagar Colaba, Mumbai ", IITM,18.897756,72.81332,NO2,36,195,105,248.7931034,Poor
India,Maharashtra,Mumbai,"Siddharth Nagar Worli, Mumbai ", IITM,19.000083,72.813993,NO2,37,113,69,128.3103448,Moderate
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri Chinchwad ", IITM,18.614767,73.799516,CO,50,130,79,162.4482759,Moderate
India,Maharashtra,Pune,"Transport Nagar Nigdi, Pune ", IITM,18.664282,73.763966,NO2,55,148,93,207.8275862,Poor
India,Maharashtra,Mumbai,"Chakala Andheri East, Mumbai ", IITM,19.11074,72.86084,NO2,60,108,86,186.3448276,Moderate
India,Maharashtra,Pune,"Revenue Colony Shivajinagar, Pune ", IITM,18.530085,73.849598,CO,66,133,90,200,Moderate
India,Maharashtra,Pune,"Transport Nagar Nigdi, Pune ", IITM,18.664282,73.763966,CO,67,112,94,211.2413793,Poor
India,Maharashtra,Mumbai,"Siddharth Nagar Worli, Mumbai ", IITM,19.000083,72.813993,PM10,72,135,101,235.137931,Poor
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri Chinchwad ", IITM,18.614767,73.799516,PM2.5,81,305,172,340.1395349,Very Poor
India,Maharashtra,Pune,"Revenue Colony Shivajinagar, Pune ", IITM,18.530085,73.849598,PM2.5,87,188,136,312.5116279,Very Poor
India,Maharashtra,Mumbai,"Navy Nagar Colaba, Mumbai ", IITM,18.897756,72.81332,PM10,90,193,151,324.0232558,Very Poor
India,Maharashtra,Mumbai,"Siddharth Nagar Worli, Mumbai ", IITM,19.000083,72.813993,PM2.5,94,180,131,308.6744186,Very Poor
India,Maharashtra,Mumbai,"Khindipada Bhandup West, Mumbai ", IITM,19.1653323,72.922099,PM10,101,168,119,296.5862069,Poor
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri Chinchwad ", IITM,18.614767,73.799516,PM10,110,209,153,325.5581395,Very Poor
India,Maharashtra,Pune,"Transport Nagar Nigdi, Pune ", IITM,18.664282,73.763966,PM2.5,126,224,182,347.8139535,Very Poor
India,Maharashtra,Pune,"Transport Nagar Nigdi, Pune ", IITM,18.664282,73.763966,PM10,153,248,195,357.7906977,Very Poor
India,Maharashtra,Mumbai,"Chakala Andheri East, Mumbai ", IITM,19.11074,72.86084,PM2.5,161,199,184,349.3488372,Very Poor
India,Uttar_Pradesh,Noida,"Sector   62, Noida ", IMD,28.6245479,77.3577104,NO2,1,30,9,15,Good
India,Uttar_Pradesh,Noida,"Sector   62, Noida ", IMD,28.6245479,77.3577104,OZONE,21,53,39,64.51724138,Satisfactory
India,Uttar_Pradesh,Noida,"Sector   62, Noida ", IMD,28.6245479,77.3577104,CO,22,94,32,52.68965517,Satisfactory
India,Uttar_Pradesh,Noida,"Sector   62, Noida ", IMD,28.6245479,77.3577104,PM2.5,98,333,237,390.0232558,Very Poor
India,Uttar_Pradesh,Noida,"Sector   62, Noida ", IMD,28.6245479,77.3577104,PM10,110,236,162,332.4651163,Very Poor
India,Karnataka,Bengaluru,"RVCE Mailasandra, Bengaluru ", KSPCB,12.921418,77.502466,NH3,3,4,3,5,Good
India,Karnataka,Bengaluru,"RVCE Mailasandra, Bengaluru ", KSPCB,12.921418,77.502466,SO2,5,6,6,10,Good
India,Karnataka,Bengaluru,"RVCE Mailasandra, Bengaluru ", KSPCB,12.921418,77.502466,CO,8,32,22,36.66666667,Good
India,Karnataka,Bengaluru,"RVCE Mailasandra, Bengaluru ", KSPCB,12.921418,77.502466,NO2,19,24,24,40,Good
India,Karnataka,Bengaluru,"RVCE Mailasandra, Bengaluru ", KSPCB,12.921418,77.502466,OZONE,22,24,23,38.33333333,Good
India,Karnataka,Bengaluru,"RVCE Mailasandra, Bengaluru ", KSPCB,12.921418,77.502466,PM2.5,71,358,193,356.255814,Very Poor
India,Karnataka,Bengaluru,"RVCE Mailasandra, Bengaluru ", KSPCB,12.921418,77.502466,PM10,103,170,136,312.5116279,Very Poor
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira Bhayandar ", MPCB,19.296481,72.840923,OZONE,1,35,32,52.68965517,Satisfactory
India,Maharashtra,Navi Mumbai,"Kopripada Vashi, Navi Mumbai ", MPCB,19.090337,73.014232,OZONE,1,78,54,89.86206897,Satisfactory
India,Maharashtra,Navi Mumbai,"Sector 2E Kalamboli, Navi Mumbai ", MPCB,19.02579,73.10297,OZONE,1,317,80,165.862069,Moderate
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira Bhayandar ", MPCB,19.296481,72.840923,NH3,1,7,4,6.666666667,Good
India,Maharashtra,Mumbai,"Mindspace Malad West, Mumbai ", MPCB,19.1878657,72.8304069,NH3,2,49,15,25,Good
India,Maharashtra,Navi Mumbai,"Tondare Taloja, Navi Mumbai ", MPCB,19.063,73.1209,SO2,3,5,4,6.666666667,Good
India,Maharashtra,Navi Mumbai,"Sector 2E Kalamboli, Navi Mumbai ", MPCB,19.02579,73.10297,SO2,3,20,8,13.33333333,Good
India,Maharashtra,Navi Mumbai,"Kopripada Vashi, Navi Mumbai ", MPCB,19.090337,73.014232,SO2,4,14,8,13.33333333,Good
India,Maharashtra,Navi Mumbai,"Kopripada Vashi, Navi Mumbai ", MPCB,19.090337,73.014232,NH3,4,5,5,8.333333333,Good
India,Maharashtra,Navi Mumbai,"Tondare Taloja, Navi Mumbai ", MPCB,19.063,73.1209,NH3,5,10,7,11.66666667,Good
India,Maharashtra,Navi Mumbai,"Sector 2E Kalamboli, Navi Mumbai ", MPCB,19.02579,73.10297,NH3,6,14,10,16.66666667,Good
India,Maharashtra,Mumbai,"Mindspace Malad West, Mumbai ", MPCB,19.1878657,72.8304069,OZONE,8,20,15,25,Good
India,Maharashtra,Navi Mumbai,"Tondare Taloja, Navi Mumbai ", MPCB,19.063,73.1209,OZONE,10,57,40,66.20689655,Satisfactory
India,Maharashtra,Navi Mumbai,"Tondare Taloja, Navi Mumbai ", MPCB,19.063,73.1209,CO,11,30,18,30,Good
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira Bhayandar ", MPCB,19.296481,72.840923,SO2,11,17,14,23.33333333,Good
India,Maharashtra,Navi Mumbai,"Tondare Taloja, Navi Mumbai ", MPCB,19.063,73.1209,NO2,12,63,34,56.06896552,Satisfactory
India,Maharashtra,Navi Mumbai,"Sector 2E Kalamboli, Navi Mumbai ", MPCB,19.02579,73.10297,CO,12,58,22,36.66666667,Good
India,Maharashtra,Mumbai,"Mindspace Malad West, Mumbai ", MPCB,19.1878657,72.8304069,SO2,14,60,31,51,Satisfactory
India,Maharashtra,Navi Mumbai,"Sector 2E Kalamboli, Navi Mumbai ", MPCB,19.02579,73.10297,NO2,15,71,43,71.27586207,Satisfactory
India,Maharashtra,Mumbai,"Mindspace Malad West, Mumbai ", MPCB,19.1878657,72.8304069,NO2,18,91,48,79.72413793,Satisfactory
India,Maharashtra,Navi Mumbai,"Kopripada Vashi, Navi Mumbai ", MPCB,19.090337,73.014232,NO2,18,73,47,78.03448276,Satisfactory
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira Bhayandar ", MPCB,19.296481,72.840923,NO2,19,80,53,88.17241379,Satisfactory
India,Maharashtra,Navi Mumbai,"Kopripada Vashi, Navi Mumbai ", MPCB,19.090337,73.014232,CO,22,66,32,52.68965517,Satisfactory
India,Maharashtra,Mumbai,"Mindspace Malad West, Mumbai ", MPCB,19.1878657,72.8304069,CO,29,97,35,57.75862069,Satisfactory
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira Bhayandar ", MPCB,19.296481,72.840923,CO,31,67,34,56.06896552,Satisfactory
India,Maharashtra,Navi Mumbai,"Tondare Taloja, Navi Mumbai ", MPCB,19.063,73.1209,PM10,52,134,104,245.3793103,Poor
India,Maharashtra,Navi Mumbai,"Sector 2E Kalamboli, Navi Mumbai ", MPCB,19.02579,73.10297,PM2.5,63,97,81,169.2758621,Moderate
India,Maharashtra,Navi Mumbai,"Sector 2E Kalamboli, Navi Mumbai ", MPCB,19.02579,73.10297,PM10,68,126,101,235.137931,Poor
India,Maharashtra,Navi Mumbai,"Tondare Taloja, Navi Mumbai ", MPCB,19.063,73.1209,PM2.5,69,181,124,303.3023256,Very Poor
India,Maharashtra,Navi Mumbai,"Kopripada Vashi, Navi Mumbai ", MPCB,19.090337,73.014232,PM2.5,73,184,117,289.7586207,Poor
India,Maharashtra,Mumbai,"Mindspace Malad West, Mumbai ", MPCB,19.1878657,72.8304069,PM2.5,86,93,90,200,Moderate
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira Bhayandar ", MPCB,19.296481,72.840923,PM2.5,98,146,124,303.3023256,Very Poor
India,Maharashtra,Navi Mumbai,"Kopripada Vashi, Navi Mumbai ", MPCB,19.090337,73.014232,PM10,106,171,130,307.9069767,Very Poor
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira Bhayandar ", MPCB,19.296481,72.840923,PM10,114,231,148,321.7209302,Very Poor
India,Maharashtra,Mumbai,"Mindspace Malad West, Mumbai ", MPCB,19.1878657,72.8304069,PM10,119,126,123,302.5348837,Very Poor
India,Madhya Pradesh,Pithampur,"Sector 2 Industrial Area, Pithampur ", MPPCB,22.624758,75.675238,NH3,1,3,2,3.333333333,Good
India,Madhya Pradesh,Mandideep,"Sector D Industrial Area, Mandideep ", MPPCB,23.10844,77.511428,NH3,2,5,4,6.666666667,Good
India,Madhya Pradesh,Pithampur,"Sector 2 Industrial Area, Pithampur ", MPPCB,22.624758,75.675238,SO2,2,32,11,18.33333333,Good
India,Madhya Pradesh,Pithampur,"Sector 2 Industrial Area, Pithampur ", MPPCB,22.624758,75.675238,CO,4,44,27,45,Good
